token,freq,df,sample,weight
among,77,77,"As alliances form among the players, no one is safe in the dorm after lights-out. The third game challenges Gi-hun's team to think strategic",0
point,77,75,Kang No-eul earns enemies for her unruly actions. Nerves fray to the breaking point as the remaining players vote on whether to move to the,0
finding,77,75,Jun-ho's team gets close to finding the island. Jang Geum-ja makes a desperate plea to Gi-hun to help Jun-hee. The VIPs discuss a cruel prop,0
dance,77,70,Madame Gazelle gets Peppa and her playgroup friends to dance to all different styles of music.,0
monday,77,77,The Premiere episode of Monday Night Raw. The Undertaker battles Damien Demento in Raw's first-ever main event. Shawn Michaels competes.,0
water,77,70,"""Stone Cold"" Steve Austin target every participant in the 1998 Royal Rumble Match. While DX looks to settle a score with The Undertaker, Kan",0
brutal,77,77,The Corporation looks for revenge on DX by placing them in some brutal matches including forcing Road Dogg to defend his Hardcore Championsh,-2
five,77,76,"In an attempt to humble Triple H for his actions, Mr. McMahon forces The Game to apologize before using him as his instrument of destruction",0
bianca,77,77,"RAW #1480

Raw and SmackDown make their selections on Night Two of the 2021 WWE Draft. Becky Lynch returns to Raw, instigating a huge main e",0
earth,77,75,"In an alternative 1969, two astronauts on a perilous high-tech space mission grapple with the fallout of an unfathomable tragedy back on Ear",0
bitzer,77,68,"With Bitzer head over tails in love with a local lass, can Shaun keep the flock in order?",0
tyra,77,68,That evening after everyone had finished their shoots for the day Tyra took them out to dinner. The next morning Adrianne woke up and was so,0
pressure,76,76,"The Masked Leader welcomes VIP guests to the facility for a front-row viewing of the show. In the fifth game, some players crack under press",0
castle,76,72,"Tall tales come to life with a king, a mermaid and so much more as Gabby and the gang create and celebrate enchanting fairytales in a storyb",0
perfect,76,72,"Roar! Stomp! When Spongey-Saurus gets wet, he grows. When he dries out, he shrinks. Can Gabby and Pandy keep their new dino-pal the perfect ",0
confrontation,76,76,"Sycho Sid faces Bam Bam Bigelow in an awesome confrontation. Plus, the 1-2-3 Kid, the debut of Waylon Mercy, and a look at Dr. Isaac Yankem.",0
happened,76,76,Mr. McMahon sits down with Jim Ross to share his side of what happened with Bret Hart at Survivor Series. Hunter Hearst Helmsley shows Commi,0
went,76,68,"The Undertaker & ""Stone Cold"" Steve Austin defend the Tag Team Championship against the New Age Outlaws. The Rock defends the Intercontinent",0
fear,76,75,Scott Steiner battles Chris Jericho in the main event for an opportunity at Triple H's World Heavyweight Championship. The Game gives his ne,-2
darren,76,75,"Sheamus &amp; CM Punk vs Daniel Bryan &amp; Kane
Dolph Ziggler vs Jack Swagger
Alberto Del Rio vs Santino Marella
Darren Young &amp; Titus O",0
shield,76,69,"Mark Henry vs Sin Cara
Antonio Cesaro vs The Miz
Dolph Ziggler vs Alberto Del Rio
Brodus Clay, Tensai &amp; Naomi vs Primo, Epico &amp; Rosa",0
cameron,76,73,"Tonight's episode of Raw is being broadcast live from the Dunkin' Donuts Center in Providence, RI. The scheduled matches for tonight’s card ",0
humdinger,76,73,"Mayor Goodway has entered the Mayor's Hot Air Balloon Race, and she wants to beat the arrogant Mayor Humdinger of Foggy Bottom, but her ball",0
dina,76,74,Jonah begins his first day on the job at big-box store Cloud 9 and immediately starts a rocky relationship with floor supervisor Amy when he,0
name,75,75,A Miniskirt Santa suddenly appears before Sakuta. She says her name is “Touko Kirishima” and claims to have been handing out Puberty Syndrom,0
dream,75,72,"Upon searching the hashtag #DREAMING, numerous posts were found about attending a middle school reunion on November 27th. Ikumi also dreamt ",0
familiar,75,74,"Sakuta sees a familiar Miniskirt Santa on a beauty pageant website that his friend Takumi Fukuyama was looking at. However, he notices that ",0
grand,75,73,It’s almost time to get groovy at the music store grand opening! Can Gabby and Pandy earn enough kitty coins to buy an instrument?,0
knows,75,72,"When Gabby and Pandy find a magical jar of googly eyes, they're in for a troublemaking surprise. Luckily MerCat knows just how to burst trou",0
boys,75,74,"Peppa decides that only girls can play in her treehouse, so Grandpa Pig builds the boys their own den. But when it starts to rain, the boys ",0
choice,75,74,Madame Gazelle and the playgroup are sharing their favourite nursery thymes. From singing Little Bo Peep to marching along with The Grand Ol,0
winner,75,73,"The Undertaker, Kane, and Mankind compete in a No. 1 Contender's Match for the WWE Championship. DX takes their problems with The Nation to ",1
storm,75,75,The WWE Universe celebrates 'Stone Cold' Steve Austin Appreciation Night as The Alliance battle WWE Superstars in an all out war. Plus The R,-1
bischoff,75,73,Raw General Manager Eric Bischoff introduces Triple H to the brand with Shawn Michaels as his manager. But when The Heartbreak Kid takes exc,0
consequences,75,75,"Her choices have unknowingly led to deadly consequences, but Anna can still have it all - for a price.",0
ninja,75,70,Revelations abound as the true nature of the Wano clan and their relationship with the Minks is revealed! Momonosuke's role is greater than,0
anything,74,73,"Even after leaving Fujisawa for Ogaki, not one person remembered anything about Mai Sakurajima. Sakuta and Mai return to school together, bu",0
class,74,71,"Because of the misunderstanding that she was dating Sakuta, Tomoe is able to resolve the agonizing situation of being asked out by the guy h",0
injured,74,72,"Upon searching the hashtag #DREAMING, numerous posts were found about attending a middle school reunion on November 27th. Ikumi also dreamt ",0
celebrate,74,74,"Next stop: Birthday Island! In honor of Pandy’s big day, Gabby prepares a heartfelt gift, and the dollhouse friends celebrate with a series ",0
step,74,74,"After Kitty Fairy catches a cold, Gabby and Pandy deliver dandelion soup and step in to save the day.",0
star,74,69,"Glittery and glamorous Fluffy Flufferton is the most ""a-meowzing"" pop star; the gang helps her shake things up before a big concert.",0
spot,74,73,Peppa and her family spot a rainbow when they go for a drive.,0
lesson,74,73,"The children have a music lesson with Madame Gazelle and all learn how to play the recorder. After lots of practising at home, the children ",0
american,74,69,"In the wake of September 11th, WWE embraces American patriotism as Kurt Angle & Chris Jericho team up to take on Hardcore Champion Rob Van D",0
stolen,74,73,"Triple H, Batista & Randy Orton take on Shelton Benjamin, Tajiri & Edge in a Six-Man Tag Team Match. During an all new Highlight Reel, thing",-2
noble,74,69,"The September 8, 2008 Edition of RAW is a Professional wrestling television show of the WWE's RAW brand, which took place on September 8, 20",0
belair,74,74,"RAW #1480

Raw and SmackDown make their selections on Night Two of the 2021 WWE Draft. Becky Lynch returns to Raw, instigating a huge main e",0
changes,73,72,"While looking for the cause of Mai's Adolescence Syndrome, Sakuta ends up scheduling a date with Mai. On the day they promised, Sakuta tries",0
dreams,73,69,A Miniskirt Santa suddenly appears before Sakuta. She says her name is “Touko Kirishima” and claims to have been handing out Puberty Syndrom,0
village,73,65,"The piglet and her family spend their first day in their Italian holiday villa before visiting a nearby village, where they find plenty of t",0
ultimate,73,73,The Ultimate Warrior makes his return to WWE! Shawn Michaels takes on Jerry 'The King' Lawler. Yokozuna goes one on one with Vader and more.,0
fellow,73,73,Bret Hart's newly adopted attitude continues to put him at odds with his fellow Superstars including WWE Champion Shawn Michaels. With manag,0
video,73,71,"The New Age Outlaws challenge Kane & Mankind for the Tag Team Championship with special referees Undertaker and WWE Champion ""Stone Cold"" St",0
marriage,73,71,"While Triple H's unlawful marriage to Stephanie is causing turmoil within the McMahon Family, The Game's motivations are revealed as he offe",0
yet,73,73,Evolution's World Heavyweight Champion Triple H and World Tag Team Champions Batista & Ric Flair take on Rob Van Dam & Shawn Michaels in the,0
walt,73,54,"Walt and Jesse attempt to tie up loose ends. The desperate situation gets more complicated with the flip of a coin. Walt's wife, Skyler, bec",0
julian,73,70,"Bell grows frustrated when Marshall Winthrop, Conrad's dad and new chairman of the board, requests Conrad's input in his discussions about t",0
clear,72,71,"The players prepare for the next game: a six-legged pentathlon, where each team member must clear a mini-game to survive — or face collectiv",0
enemies,72,72,Kang No-eul earns enemies for her unruly actions. Nerves fray to the breaking point as the remaining players vote on whether to move to the,0
races,72,72,"As Jun-ho races to reach the island, tensions peak in the final round. The last players face an impossible situation in the closing minutes ",0
reach,72,72,"As Jun-ho races to reach the island, tensions peak in the final round. The last players face an impossible situation in the closing minutes ",0
cause,72,72,"While looking for the cause of Mai's Adolescence Syndrome, Sakuta ends up scheduling a date with Mai. On the day they promised, Sakuta tries",0
says,72,68,A Miniskirt Santa suddenly appears before Sakuta. She says her name is “Touko Kirishima” and claims to have been handing out Puberty Syndrom,0
middle,72,72,A Miniskirt Santa suddenly appears before Sakuta. She says her name is “Touko Kirishima” and claims to have been handing out Puberty Syndrom,0
coming,72,72,A Miniskirt Santa suddenly appears before Sakuta. She says her name is “Touko Kirishima” and claims to have been handing out Puberty Syndrom,0
travel,72,71,"Gabby and Pandy delight in a day of pirate-themed adventures, featuring music, maps and magical travel. Cakey leads a tasty treat tutorial.",0
ways,72,72,"The Gabby Cats need to make a special art project for Baby Box's Meow-Seum Day. But with many different ways to make art, who knows what the",0
kit,72,71,"Gabby receives a Crafty-riffic Adventure Kit in her Dollhouse Delivery, which comes in handy when CatRat spends the day crafting silly bad g",0
happy,72,70,"Mr Dinosaur is George's favourite toy. When Mr Dinosaur goes missing, George is distraught. Daddy Pig helps Peppa to become a detective and ",2
better,72,72,"Peppa and George love jumping in muddy puddles, even when it's raining - but when George takes off his rain hat, he catches a cold. After pl",0
holly,72,70,"I.R.S. faces Adam Bomb on this episode of Monday Night Raw. We hear from the new WWE Champion, Diesel. Lex Luger, Bob Holly, and more.",1
hunter,72,69,"Shawn Michaels faces King Kong Bundy in a King of The Ring qualifying match. Razor Ramon, Hunter Hearst Helmsley, and more are featured.",0
reaches,72,71,"The rivalry between Bret Hart and Shawn Michaels reaches another historic chapter. Plus, Yokozuna, Diesel, and many more in action.",0
billy,72,71,Billy Gunn and Hunter Hearst Helmsley team up to take on 'Wildman' Marc Mero and Jake 'The Snake' Roberts in the main event and much more!,0
jesse,72,64,Brian Pillman reveals a more spiritual side of himself when he sides with The Hart Foundation. The British Bulldog faces WWE Champion The Un,0
hits,72,72,"Mr. McMahon reveals his master plan to end ""Stone Cold"" Steve Austin's reign as WWE Champion, however Ken Shamrock may take care of things a",0
extreme,72,69,"WWE's war with WCW is taken to the extreme after ECW gets involved. While WWE Champion ""Stone Cold"" Steve Austin campaigns to lead Team WWE ",0
host,72,70,"Ric Flair, Randy Orton & World Heavyweight Champion Triple H take on Shawn Michaels, Kevin Nash & The Hurricane in a Six-Man Tag Team Match.",0
faced,72,72,Batista & Randy Orton look to bring home the gold to Evolution by going after the World Tag Team Championship. Weeks of being tormented by K,0
strength,72,70,"On a night where John Cena and WWE Champion Randy Orton sign the contract for their upcoming battle at No Way Out, Cena must prove his stren",0
fbi,72,66,"While working the night action desk, FBI agent Peter receives a distress call and is soon put in charge of protecting cybersecurity expert R",0
grows,71,71,Uzuki begins blending into her friend group’s dynamic as her popularity grows.,0
air,71,69,"Gabby and Pandy take a travel adventure using a train, plane, cruise ship and hot air balloon — but they can't forget to take pictures for C",0
country,71,69,"Daddy Pig is taking everyone for a drive in the country, but the car is very muddy and Mummy insists they wash it first.",0
child,71,68,"A new child visits the playgroup, and is a bit shy. Her name is Emily Elephant.",0
choose,71,68,"Peppa and George visit Mr Fox's Shop to buy Granny and Grandpa an anniversary present, but what will they choose?",0
hall,71,70,Money Inc. prepares for their Tag Team Championship Match at Wrestlemania. Andre The Giant is announced as the first Inductee to the WWE Hal,0
ray,71,69,"As Monday Night RAW unveils a brand new look, Bret Hart battles Hakushi, Shawn Michaels takes on Jimmy Del Ray, and much more.",0
decided,71,65,One of the most controversial groups in WWE history is born as Shawn Michaels and his allies form D-Genenration X to target The Hart Foundat,0
results,71,71,"The Undertaker and ""Stone Cold"" Steve Austin defend the Tag Team Championship in a Four Corners Tag Team Match. The recent problems within D",0
dallas,71,71,"While Mr. McMahon tries to rally his WWE troops, problems between Kurt Angle and WWE Champion ""Stone Cold"" Steve Austin escalate. Booker T d",0
fears,71,71,Constance enlists Violet's assistance with Tate. Ben helps a new patient confront his fears.,-2
free,71,69,"After making an arrest with too little proof, Jake has 48 hours to get evidence or the perp will go free, forcing the team to work over the ",0
discovered,71,71,"Daryl leads a mission team to scavenge the military base he discovered. Maggie tells her story, prompting a new mission for survival that on",-1
kate,71,64,"Nick and Anne welcome longtime friends Kate, Jack, Danny and Claude for a weekend at their bucolic lake house — where some very unwelcome ne",0
ahead,70,70,"Ahead of the last round, distrust and disgust run deep among the finalists. Jun-ho makes a getaway, determined to expose the game's dirty se",0
answers,70,70,"Puberty syndrome – Abnormal experiences rumored on the internet to be caused by sensitivity and instability during adolescence. This year, S",0
beach,70,68,"While looking for the cause of Mai's Adolescence Syndrome, Sakuta ends up scheduling a date with Mai. On the day they promised, Sakuta tries",0
role,70,69,"Because of the misunderstanding that she was dating Sakuta, Tomoe is able to resolve the agonizing situation of being asked out by the guy h",0
reunion,70,68,"A pumpkin lantern made of glass comes crashing down in a plaza in front of Sakuragicho Station, just as a social media post with the hashtag",0
possible,70,70,"Sakuta from the other possible realm sends a message through Ikumi that reads, “Find Touko Kirishima, Mai-san is in danger.” After seeing th",0
skills,70,66,"Gabby and Pandy unbox their first surprise, show off their shrinking skills and take to the dollhouse for a meowt-of-this-world mission.",-3
detective,70,66,"Mr Dinosaur is George's favourite toy. When Mr Dinosaur goes missing, George is distraught. Daddy Pig helps Peppa to become a detective and ",0
pirate,70,66,"Grandpa and Granny Pig take Peppa, George and all their friends on a boat trip to Pirate Island. On the island, Grandpa shows everyone how t",0
clay,70,70,"Mrs Zebra teaches Peppa, George, Zoe, Zaza and Zuzu Zebra how to make a real tea set from clay.",0
palace,70,65,"Miss Rabbit is to be given the Queen's Award for Industry, and Peppa and her friends are to accompany her to the palace to meet the Queen!",0
nothing,70,69,"Peppa and Suzy are bored because they have nothing to do, so Daddy Pig finds them an old box of garden games to play with. But not all the g",0
trapped,70,70,"It's Pedro Pony's Birthday, which turns out to be super when Miss Rabbit is trapped on a giant balloon!",-1
adam,70,64,Doink the Clown faces off against Mr. Perfect in singles action. Razor Ramon discusses a rematch with The Kid and even offers him money to c,0
foley,70,67,"With ""Stone Cold"" Steve Austin's spot in the main event at WrestleMania now secured, Mr. McMahon looks to make the show even bigger by revea",0
those,70,68,"The identity of the ""Greater Power"" is revealed. ""Stone Cold"" Steve Austin is given his own position of authority. With the tide now turned,",0
romantic,70,68,"Mr. McMahon orders ""Stone Cold"" Steve Austin and Triple H to team up to compete against The Rock and WWE Champion Kurt Angle in the main eve",2
potential,70,70,"With the WWE Universe being given the opportunity to decide who will face Triple H for the World Heavyweight Championship at Taboo Tuesday, ",0
flock,70,67,"As The Wyatt Family attempted to dominate Big Show after Raw’s main event, Ryback and Demon Kane entered the fray to even the odds against t",0
colleague,70,69,"Sheldon attempts to build a nuclear reactor. Also, a university cocktail party gets heated when Dr. Sturgis’ colleague, Dr. Linkletter, flir",0
harry,70,68,A quick fix for Harry's writer's block has unexpected side effects. Two eccentric locals offer Harry a helping hand.,0
sex,70,58,"Liza struggles with the anxiety of sex with Josh and gets a little help from Maggie. At work, Kelsey pulls out all the stops to land a hot n",0
brook,70,58,"In search of food, the Straw Hats attempt octopus hunting before discovering a barrel in the middle of the ocean. After opening the barrel, ",0
deep,69,69,"Ahead of the last round, distrust and disgust run deep among the finalists. Jun-ho makes a getaway, determined to expose the game's dirty se",0
facing,69,67,"Gi-hun finally gets hold of an invitation, marked for Halloween day. In a tense moment facing Jun-ho, they reveal their truths to each other",0
believes,69,66,"A pumpkin lantern made of glass comes crashing down in a plaza in front of Sakuragicho Station, just as a social media post with the hashtag",0
contest,69,69,"A poltergeist-like phenomenon attacks Ikumi. Sakuta is worried the attack was caused by Puberty Syndrome, but Ikumi claims that the only way",0
gabby,69,63,"Gabby and Pandy unbox their first surprise, show off their shrinking skills and take to the dollhouse for a meowt-of-this-world mission.",0
course,69,69,"While completing an obstacle course to become superheroes, Gabby and Pandy learn how to use their bodies — as well as their minds!",0
playing,69,66,"After Gabby finds a box of paper cups, the friends get creative making paper cup animal crafts, telling stories and playing fur-tastic games",0
treasure,69,55,Gabby and Pandy follow clues and solve riddles to find sparkly treasures on an a-meow-zing Dollhouse Treasure Hunt. Can they find all three?,0
idea,69,67,"Pillow Cat can't sleep, so the gang tries to help. Cakey makes a bedtime snack, DJ Catnip spins ""The Yawn Song"" — but CatRat's idea might do",0
ride,69,65,Peppa Pig and George decide it is a great day to go and ride bicycles while Daddy Pig is admiring a prize-winning pumpkin he has. However Pe,0
farm,69,66,Peppa and friends visit a Petting Farm where they enjoy feeding chickens and meeting cute and squeaky guinea pigs and they all learn it's im,0
advantage,69,68,Randy Orton takes advantage of his rematch clause by challenging Triple H for the WWE Championship. After winning the King of the Ring Tourn,0
thought,69,64,It’s been said that the road to hell is paved with good intentions. Whoever thought up that must have never watched Raw. There are a galaxy,0
uncover,69,68,Rose and Peter seek out one of the Campbells' recent contacts and uncover new intel. Monks opens up to Chelsea. Paulo makes a move on Maddie,0
jay,69,66,"The Waves are on a winning streak — until Jay disappears after an unexpected outburst, forcing Isla to go in search of him.",0
marinette,69,64,"A fellow student with a crush on Marinette is akumatized into the Evillustrator, a villain that Cat Noir must face without Ladybug.",0
female,68,63,A Miniskirt Santa suddenly appears before Sakuta. She says her name is “Touko Kirishima” and claims to have been handing out Puberty Syndrom,0
leading,68,68,"Sakuta has a dream that Mai reveals herself as the true identity of Touko Kirishima at a music festival held on April 1st. At the same time,",0
share,68,67,It’s time for another dollhouse delivery! Gabby and Pandy share their new Meow Meow Mail with Cakey and work on a cure for a sneaky case of,0
ball,68,59,"The grass has grown so long that Peppa and George's ball gets lost in it. It falls to Grandpa to save the day with Betsy, his motorised lawn",0
already,68,67,Madame Gazelle has to go to the dentist so she leaves the class with Mr. Bull. The children already know the subjects Mr. Bull suggests teac,0
disqualification,68,67,"Bret Hart's new attitude puts him at odds with WWE Champion Shawn Michaels. With managers barred from ringside, ""Wildman"" Marc Mero takes on",-1
opponent,68,68,"""Stone Cold"" Steve Austin defends his WWE Championship against a bizarre opponent. WWE cameras go to the front lines as DX takes the war to ",0
assault,68,67,"Mr. McMahon learns that even he isn't above the law when ""Stone Cold"" Steve Austin teaches him a lesson in hard time, but the boss may have ",0
michelle,68,66,"While preparing to go one-on-one with Edge, Batista's attention turns to SmackDown's WWE Champion John ""Bradshaw"" Layfield who's impending a",0
wilson,68,60,"The rivalry between The McMahons and DX continues, as Shawn Michaels takes on Shane McMahon. While Mick Foley continues to deny Ric Flair's ",0
contendership,68,57,"The October 6, 2008 Edition of RAW is a Professional wrestling television show of the WWE's RAW brand, which took place on October 6, 2008 a",0
stardust,68,68,"Tonight's episode of Raw is being broadcast live from the Quicken Loans Arena in Cleveland, OH. The scheduled matches for tonight’s card are",0
sasha,68,65,"Tonight's episode of Raw is being broadcast live from the Sprint Center in Kansas City, MO. The scheduled matches for tonight’s card are:

S",0
survivors,68,59,"The end of the world happens when the bombs drop, and the survivors wonder if surviving is worth it after the Cooperative gives them shelter",0
immediately,68,62,"The Bear goes fishing. In anticipation he slings his fishing rod but as soon as the first fish swallows the bait, Masha appears and transfor",0
steal,68,65,"For their annual Halloween wager, Jake bets Holt that he can steal his watch before midnight, and Gina gets kicked off her dance squad, Floo",-1
andy,68,64,Michael decided to send his employees out into the field for sales calls. He paired himself up with Andy. He let the veterans choose who the,0
unusual,67,67,"Puberty syndrome – Abnormal experiences rumored on the internet to be caused by sensitivity and instability during adolescence. This year, S",0
attend,67,67,"Unable to deal with a commercial filming well as the actress Mai Sakurajima, Nodoka gradually starts to feel a strong sense of inferiority. ",0
they're,67,66,"A glowing lantern leads Gabby and Pandy to a Fairy Fly House! But to meet their new neighbor, they'll need to prove they're helpful, kind an",0
camp,67,66,"Pedro Pony pretends he is a proper cowboy, telling everyone stories in the camp he has set up in the garden.",0
interview,67,67,"As the road to WrestleMania IX continues, Papa Shango competes against the former WWE Champion, Bob Backlund. Bobby ""The Brain"" Heenan condu",0
superstar,67,62,The 1993 WWE Superstar of The Year is revealed. Razor Ramon faces Diesel. Bam Bam Bigelow is in action.,0
throws,67,67,"Several Raw Superstars including Chris Jericho, Triple H, Shelton Benjamin, and more try to earn the best spot in the upcoming Elimination C",0
security,67,63,"Tonight's episode of Raw is being broadcast live from the U.S. Bank Arena in Cincinnati, OH. The scheduled matches for tonight’s card are:

",0
field,67,66,"The Boss is back in charge! In a thrilling main event battle, Sasha Banks made Charlotte submit to the Banks Statement to become a two-time ",0
pope,67,63,"Escaping from walkers, Connie and Virgil hide in a house occupied by mysterious creatures. Pope tests Daryl's loyalty to the Reapers with a ",0
spend,66,66,"Puberty syndrome – Abnormal experiences rumored on the internet to be caused by sensitivity and instability during adolescence. This year, S",0
towards,66,63,"While looking for the cause of Mai's Adolescence Syndrome, Sakuta ends up scheduling a date with Mai. On the day they promised, Sakuta tries",0
invites,66,66,"Upon searching the hashtag #DREAMING, numerous posts were found about attending a middle school reunion on November 27th. Ikumi also dreamt ",0
create,66,66,"Tall tales come to life with a king, a mermaid and so much more as Gabby and the gang create and celebrate enchanting fairytales in a storyb",0
follow,66,65,Gabby and Pandy follow clues and solve riddles to find sparkly treasures on an a-meow-zing Dollhouse Treasure Hunt. Can they find all three?,0
used,66,66,"Peppa and George have fun blowing bubbles. When the mixture is used up, Daddy Pig makes his own.",0
club,66,62,"Suzy and Peppa start a secret club, but soon everyone wants to join!",0
james,66,65,Brian Pillman reveals a more spiritual side of himself when he sides with The Hart Foundation. The British Bulldog faces WWE Champion The Un,0
witness,66,63,Witness one of the most epic events in sports entertainment history as WWE owner Vince McMahon announces that he's purchased WCW in this his,0
angeles,66,64,"Tonight's episode of Raw is being broadcast live from the Staples Center in Los Angeles, CA. The scheduled matches for tonight’s card are:

",0
staff,66,64,"Three concurrent surgeries at the hospital push its staff to the limits. Determined to ease the pressure, Nic requests Jude for one of the o",0
runway,66,57,The remaining girls have to learn to walk down a fashion runway. The fashion shoot is one for Stuff men's magazine where the girls pose in s,0
moment,65,63,"Gi-hun finally gets hold of an invitation, marked for Halloween day. In a tense moment facing Jun-ho, they reveal their truths to each other",0
seeing,65,64,"Even after leaving Fujisawa for Ogaki, not one person remembered anything about Mai Sakurajima. Sakuta and Mai return to school together, bu",0
age,65,65,"Mai responds to the media, asserting that she is not the real identity of Touko Kirishima on Coming of Age Day. Nevertheless, the impact of ",0
truck,65,63,"Carlita has transformed into an ice cream truck! Before she can deliver sweet treats to all the Gabby Cats, she'll need ice cream, a menu an",0
mummy,65,59,"It's raining and Peppa is sad because she can't play outside. When the rain stops, Peppa and George get to play one of their favourite games",0
rules,65,62,"Peppa's older cousin Chloe comes to visit, and Peppa must play games by somebody else's rules for a change.",0
lot,65,64,Peppa's Playgroup have a new friend to meet - Mandy Mouse. Mandy uses a wheelchair. The children have a lot of fun playing with Mandy as she,0
six-man,65,65,"""Stone Cold"" Steve Austin looks for payback on Dude Love. As The Undertaker looks to settle the score with Kane, Kane and Paul Bearer make a",0
level,65,63,"The Undertaker, Kane, and Mankind compete in a No. 1 Contender's Match for the WWE Championship. DX takes their problems with The Nation to ",0
justin,65,63,"Chris Jericho issues a challenge to ""Stone Cold"" Steve Austin for his WWE Championship, however, Y2J learns that you can't always get what y",0
chavo,65,62,The rivalry between Edge and John Cena over the WWE Championship continues to heat up but the relationship between Lita and Edge gets even h,0
diego,65,65,"Tonight's episode of Raw is being broadcast live from the Pepsi Center in Denver, CO. The scheduled matches for tonight’s card are:

Singles",0
alive,65,64,"When a teacher is left fighting for her life, her doting husband signs her up for a high-tech system that keeps her alive — but at a cost.",1
luffy's,65,63,"Kuro's ultimate attack, ""Shakushi"", attacks everything in the area, whether friend or foe, and Luffy becomes enraged by his lack of regard f",0
saiyan,65,63,"Raditz has kidnapped Gohan, and unless Goku agrees to join the sinister Saiyan, he may never see his son again! All hope is not lost, howeve",0
krillin,65,61,"Korin wants Krillin, Yamcha, Tien, and Chiaotzu to report for special training! Meanwhile, Gohan’s grueling training causes him to undergo a",0
round,64,52,"Hoping to win easy money, a broke and desperate Gi-hun agrees to take part in an enigmatic game. Not long into the first round, unforeseen h",0
key,64,63,"No-eul infiltrates a dangerous operation with a risky plan. A new game is announced: hide-and-seek, where one group holds a key and the othe",0
eyes,64,64,A Miniskirt Santa suddenly appears before Sakuta. She says her name is “Touko Kirishima” and claims to have been handing out Puberty Syndrom,0
joey,64,59,"Peppa and George meet Kylie Kangaroo and her brother Joey. Peppa shows Kylie how to jump up and down in muddy puddles, but who can jump the ",0
kill,64,62,"With Mr. McMahon's plans of bringing in the New World Order to kill his own company causing a stir within the locker room, WWE Co-Owner Ric ",-3
goldberg,64,60,Shawn Michaels serves a special guest referee for a WrestleMania XIX rematch between Booker T and World Heavyweight Champion Triple H. As hi,0
finlay,64,64,"Shawn Michaels & Triple H take on Umaga and WWE Champion Randy Orton. Weeks of insulting ""Stone Cold"" Steve Austin's acting ability leave Sa",0
kaitlyn,64,62,"Match #1: Kane vs Alberto Del Rio

 Match #2: Daniel Bryan, Sin Cara & Ezekiel Jackson vs Cody Rhodes, Ted DiBiase & Ezekiel Jackson

 Match",0
professor,64,62,"Sheldon's first day of college is derailed by his new philosophy teacher, Professor Ericson. Also, Mary and Brenda live vicariously through ",1
inspector,64,49,"Robin and Usopp both disguise themselves as the same visiting inspector,  and Usopp is thrown in the brig with Zoro. Luffy and Sanji are  di",0
guys,63,61,"Sakuta dreams that on Christmas Eve, when he is meant to have a sleepover date with Mai, he instead goes on a date with a student named Sara",0
public,63,61,"Sakuta has a dream that Mai reveals herself as the true identity of Touko Kirishima at a music festival held on April 1st. At the same time,",0
who's,63,61,"On a rainy day, Gabby and friends must take care of Kico — a baby KittyCorn who's part kitty, part unicorn — until it's time for her to meet",0
keeps,63,62,"Peppa and George go ice skating, but they have never been before and Peppa keeps falling over.",0
doctor,63,60,Doctor Hamster the vet comes to Peppa's playgroup to show the children her pets.,0
wake,63,61,"Peppa and George wake up one morning to find that all the rain has made a flood, and their house is now a desert island!",0
pay,63,62,"Peppa and George pay a visit to Father Christmas. Peppa asks for a very special doll as a present, but will Santa be able to deliver it to h",0
energy,63,59,"Peppa and his friends arrive at school early to have breakfast together. In the breakfast club, they learn about how food gives energy and t",1
demands,63,63,Shawn Michaels defends the Intercontinental Championship against Hacksaw Jim Duggan. Captain Lou Albano returns to WWE television. Bob Backl,0
court,63,62,Yokozuna is Jerry Lawler's guest in the King's Court. What does the future hold for Yokozuna as he prepares to battle Hulk Hogan for the WWE,0
mick,63,63,"""Stone Cold"" Steve Austin faces The Artist Formerly Known as Goldust. With Triple H out of action due to a knee injury, Commissioner Slaught",0
legendary,63,62,Raw General Manager Eric Bischoff drops a bombshell on the WWE Universe by inviting a former adversary to return at No Way Out. One of the m,0
serious,63,62,"While it’s Raw guest host Mark Feuerstein who stars in USA Network’s Royal Pains, it was Raw’s General Manager, Bret Hart, who experienced s",0
opens,63,62,"Alexa Bliss continues down a dark road. Dominik Mysterio opens up about his time in prison on ""Miz TV."" New challengers to the Undisputed WW",0
operation,62,61,"No-eul infiltrates a dangerous operation with a risky plan. A new game is announced: hide-and-seek, where one group holds a key and the othe",0
crisis,62,60,"The games resume, and Gi-hun fixates on confronting Kang Dae-ho. Meanwhile, Kim Jun-hee faces a sudden crisis that pushes her willpower to i",-2
hiding,62,62,"When Gabby receives a fishbowl in her Meow Meow Mailbox, CatRat wants to use it as a home for his itty bitty kittyfish. But they keep hiding",0
isn't,62,62,"For Captain Daddy Dog's birthday, Mummy Dog surprises him with her present of a boat trip on a 'Canal Boat', which isn't quite what he was e",0
proves,62,62,Mummy Pig is persuaded by Miss Rabbit to come along to her relaxation class to help Mummy Pig relax but actual relaxing proves to be more ch,1
weeks,62,62,"With Wrestlemania IX just a few weeks away, Bret ""The Hitman"" Hart competes against Fatu. Doink The Clown battles ""The Birdman"" Koko B. Ware",0
loss,62,62,Can Razor Ramon avenge his upset loss to The Kid? Marty Jannetty faces Doink the Clown in a 2-out-of-3 Falls Contest.,-2
